time,lat,lon,alt,stage
2026-05-27 14:59:48.281250+00:00,32.47948051529183,133.2462477772247,2865.594606577673,descent
2026-05-27 15:00:48.281250+00:00,32.47877088812812,133.2516465174859,2523.7749012456766,descent
2026-05-27 15:01:48.281250+00:00,32.47787477527544,133.25797699379365,2187.791992531294,descent
2026-05-27 15:02:48.281250+00:00,32.47667204550379,133.26523336765354,1857.4057218078524,descent
2026-05-27 15:03:48.281250+00:00,32.47518769071059,133.27269446016328,1532.391316904176,descent
2026-05-27 15:04:48.281250+00:00,32.47379659665924,133.27966946506479,1212.5380700614548,descent
2026-05-27 15:05:48.281250+00:00,32.47232760132732,133.2849121757782,897.648157060979,descent
2026-05-27 15:06:48.281250+00:00,32.469943088200644,133.28676413882502,587.5355796344595,descent
2026-05-27 15:07:48.281250+00:00,32.46577580491115,133.28493879798498,282.0252158763588,descent
2026-05-27 15:08:44.062500+00:00,32.46145007717014,133.28294407511552,2.1211784706527546,descent
